Date,Fintech,NASDAQ,SNP500,EMCLOUD
08/03/2020,0.0,0.0,0.0,0.0
08/04/2020,6.38508142196681e-05,0.0035192902625802436,0.0036119303819721615,0.0007270797920944094
08/05/2020,0.020243785688232485,0.008768443670441162,0.010064897219453917,0.0033357241812983496
08/06/2020,0.019148614561692368,0.018827320641459977,0.01655728687428404,-0.022195584464073437
08/07/2020,-0.016872463813085936,0.009922282899846424,0.01720079767476501,-0.0686992149503326
08/10/2020,-0.06471295178856662,0.006013184507599023,0.019990184311304393,-0.0945056348683887
08/11/2020,-0.097269123941369,-0.011004466223062837,0.011861747736503947,-0.108467531957122
08/12/2020,-0.07915181894134227,0.010037828048575781,0.026024320765976272,-0.09848983562101454
08/13/2020,-0.06922611346758345,0.012813240435033846,0.023923870093517152,-0.07447655167670486
08/14/2020,-0.07988468576850705,0.010685328730874577,0.023747875373210547,-0.08228283403912473
08/17/2020,-0.04963332432411871,0.020813980640544738,0.026522070886523474,-0.06284818770449119
08/18/2020,-0.040082389777359784,0.028253296821066254,0.028886550690962798,-0.05156862552443087
08/19/2020,-0.0553909698848466,0.022348402301695103,0.024354927477948207,-0.05328315827741048
08/20/2020,-0.02168294582965702,0.03321627445358577,0.027590488519104728,-0.02362518054177265
08/21/2020,-0.03824353673037084,0.037513300007962824,0.031126537387984765,-0.03785727620189239
08/24/2020,-0.06137504104323066,0.0437428853522519,0.04148288186426652,-0.044120970356760214
08/25/2020,-0.026397494619575412,0.0516995571754566,0.04522842002759142,-0.02901932656690598
08/26/2020,0.01742249525716688,0.06991413024911974,0.05588517822855632,0.015067254880768877
08/27/2020,-0.015413217361625153,0.06627105440859826,0.05765172060219381,0.016324906413040408
08/28/2020,-0.02559745258772761,0.0727180258582878,0.06477242993427867,0.0267693093724517
08/31/2020,0.0014985590745522082,0.08004000549242507,0.06243529415164728,0.03660945007221672
09/01/2020,0.0695229513196991,0.09510127084436726,0.07043012294509499,0.09065898975210507
09/02/2020,0.00921930865151932,0.10581141043275966,0.08687825604126886,0.08264637393517194
09/03/2020,-0.04973951372058216,0.05093185371052655,0.048700740281960586,-0.00659775784312755
09/04/2020,-0.09086396770508642,0.03763529418824918,0.040171628569182216,-0.045452312408500894
09/07/2020,-0.0918988841658065,0.03763529418824918,0.040171628569182216,-0.045452312408500894
09/08/2020,-0.1475338687335146,-0.0050546076225582715,0.011300269001446095,-0.0699617791839019
09/09/2020,-0.1154281310749351,0.021898940630125985,0.031672899102856755,-0.048586615836583746
09/10/2020,-0.1328395652705846,0.0015399749938800333,0.013531141024532234,-0.05830885170519862
09/11/2020,-0.15237930421457435,-0.004517188326142341,0.014071426290113598,-0.0775076883775313
09/14/2020,-0.13265897305982355,0.01411110803587845,0.02699255108830312,-0.06085363097752916
09/15/2020,-0.12403087241481225,0.026371254445017422,0.032352794496041115,-0.05269854682295605
09/16/2020,-0.16496014289488214,0.013544220248042249,0.027584412069814324,-0.061467718639771185
09/17/2020,-0.18302654103364868,0.0006861053017579444,0.018939996026594796,-0.07380842430018575
09/18/2020,-0.15915450108059415,-0.010045083209077488,0.007545616164185143,-0.06587441170401953
09/21/2020,-0.1292078898560417,-0.01137322543028696,-0.0041127928302048256,-0.038176601786258146
09/22/2020,-0.1024098742137679,0.005580203694453001,0.006361894201162732,-0.020142075321536224
09/23/2020,-0.1389105966729468,-0.024746815051717164,-0.017510474279464727,-0.04362970022696666
09/24/2020,-0.14453234250147973,-0.021144135228309602,-0.014575326962991464,-0.05404953967988835
09/25/2020,-0.09451356947560374,0.0009868809679851598,0.001168530839795734,-0.02252964815233305
09/28/2020,-0.08708349069372612,0.019694984095523838,0.01729794676037444,-0.009280092751800417
09/29/2020,-0.030388041541760558,0.01673425162168507,0.012402033002085311,-0.008518624050620427
09/30/2020,-0.034668162702643834,0.024279081124069846,0.02075811411616235,-0.009491338907611668
10/01/2020,-0.0016234258863854212,0.03886249115161533,0.026160892668934288,0.011839610128024924
10/02/2020,-0.02656820582752928,0.015795917530142534,0.016332680559652646,-0.0014738103893806587
10/05/2020,0.016860722396620842,0.03941101711349049,0.03459893174539408,0.016187350776698084
10/06/2020,-0.010674934582993068,0.023094967274299716,0.020141947337488864,0.022166108256285844
10/07/2020,0.022204830717222013,0.04235607485785042,0.037889106727125865,0.05233991962820683
10/08/2020,0.019304728774075297,0.04752730246773096,0.04620272679920889,0.05152441121274953
10/09/2020,0.04571174950970214,0.06210704013008406,0.055402545128195646,0.0823221356495083
10/12/2020,0.03620629482069515,0.08928531921855298,0.07272783591037779,0.09770871611464282
10/13/2020,0.0576746354073463,0.08815172278264605,0.06596222834659149,0.1137634239562968
10/14/2020,0.02432157246824418,0.07942277943049136,0.0589022094043723,0.09984574117924483
