Date,MELI,GDOT,ENV,FLT,XROLF,QTWO,VIRT,SHOP,PYPL,SQ,BL,RDFN,PAGS,ADYEY,AVLR,EVER,FCH.L,STNE,SEZNL,BILL,LMND,NCNO,DCT,LSPD,ROOT,LU,UPST,OPEN,CLOV,AFRM,BTRS,MILE,LDI,OSCR,OLO,COMP,ALKT,COIN,FLYW,PAY,SOFI,DLO,MQ,KPLT,BHG,PAYO,INTA,WPLCF,BLND,DOMA,HOOD,HIPO,TOST,ML,RELY,AVDX,BKKT,NRDS,EXFY,NU,DAVE
2015-01-02,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,0.987683839278371,0.9837758150820826,0.9844134875370253,0.9568747772898111,1.0,0.9984119226963388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,0.9700437441290266,0.9803343355196887,0.9643150548879096,0.9466924344492005,1.0,0.9692959268159697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,0.9681365561990283,0.9783677221850151,0.9975389881867208,0.9530814052262725,1.0127999877929688,0.9899418405056645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,0.9825983722365662,0.9965585204376062,1.0285070396266165,0.9724477602755397,1.0127999877929688,1.0254103475433671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,0.9717123421937175,0.9798426821860203,1.0379409834393158,0.9553441255132425,1.0127999877929688,1.0095288677073446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,0.9557409675884609,0.9823008550810773,1.0274815463231082,0.9411021484875408,0.9840000152587891,1.0095288677073446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,0.9533572735645307,0.9813175484137405,1.046144382228298,0.9440969372849124,0.9840000152587891,0.9804129727983198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,0.9418355142116824,0.9759095492899581,1.0344544783225282,0.9303207666480594,1.0255999755859375,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15,0.9288042575308141,0.9296951674312628,1.0010254933035083,0.9162784354388994,1.0,0.9613552373836305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,0.9481129507448492,0.9591937110383723,1.0590648311577848,0.9298549602592106,0.9880000305175781,0.982001050101981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-19,0.9481129507448492,0.9591937110383723,1.0590648311577848,0.9298549602592106,0.9880000305175781,0.982001050101981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,0.9732220844805315,0.9906587742068702,1.0607055578560745,0.9118861259257356,0.9719999694824218,0.9777660090066439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,0.978148512025364,0.9768928559572949,1.044913915438736,0.9144150067850129,0.9640000152587891,0.966649063995638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-22,0.998490380192583,0.9837758150820826,1.0728056434364164,0.9413017943040826,0.9768000030517578,0.9523557624346211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,1.0114421477448143,0.9818092017474089,1.0849057290167585,0.9514176223889277,1.0,0.9322393424746057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-26,1.0131902961778405,0.9803343355196887,1.0842904173878225,0.9524823662274019,1.0,0.9438856802439468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27,1.017640156389043,0.9739429359552844,1.0726005134820529,0.9368428684859078,0.9680000305175781,0.937003776328278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-28,1.0031784015912033,0.9685349368315019,1.0664479448317774,0.9336483323227491,0.9119999694824219,0.9248279448292575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,1.014382204429504,0.9759095492899581,1.0824446389693245,0.9401038178555866,0.9183999633789063,0.9280043013792686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,0.9848232717223181,0.7497541733331657,1.0555784042751524,0.9350459545877867,0.9255999755859375,0.9465325430642784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,0.9975367556077345,0.7354965548632795,1.068703904924848,0.9520830745943184,0.9287999725341797,0.9518263696762859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,1.0257448630456818,0.6853490401085219,1.0728056434364164,0.9659922747427021,0.94,0.9624140229003009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,1.0152561561666202,0.7232055028414243,1.0836751839930416,0.9804339991341912,0.94,0.9571201962882934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-05,1.0295589939468845,0.7295968555191861,1.1164889356172805,0.9947424909156584,0.9495999908447266,0.9751191461863123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,1.0020659212284782,0.7581120924589587,1.1150533388733546,0.9985358629791969,0.9495999908447266,1.0280572103636987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,0.9979340175318233,0.7472959535514663,1.0890073892941723,0.9757753259502293,0.9495999908447266,1.0074113976453483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,1.0198651171144932,0.7482792602188031,1.1017227865034505,0.972913668213634,0.9304000091552734,1.0079407904036835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,1.0158124575876812,0.743362820655404,1.0890073892941723,0.9765073944606308,0.9319999694824219,1.0063526121286779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,1.0483910585875909,0.7472959535514663,1.1140279238040012,0.9930787080783136,0.9319999694824219,1.0100582604656798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,1.0328963125556632,0.7640117918030521,1.1101313152467962,1.0007320685104015,0.96,1.0974060461640986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,1.0328963125556632,0.7640117918030521,1.1101313152467962,1.0007320685104015,0.96,1.0974060461640986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,1.047675656429859,0.7708947978144823,1.0896227009231083,1.017037221555777,1.0287999725341797,1.0804658817827502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-18,1.0537147480565123,0.7699114911471455,1.0861361958063207,1.0187675191488874,1.0495999908447267,1.0852303156364225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-19,1.0369485434045855,0.7802359767209696,1.087981974224819,1.0257554273755847,1.1280000305175781,1.0825834528160907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,1.040286229451555,0.7802359767209696,1.1199754407340679,1.041195279300537,1.1887999725341798,1.068819544013409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,1.0453714515345658,0.7772861504922441,1.138023043244477,1.0358711539111845,1.204000015258789,1.0762308406874128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,1.0527612459510607,0.7767944971585757,1.1386382766392578,1.0445894612802373,1.1127999877929688,1.0751720551707424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,1.0665077210705656,0.7831858498363374,1.1570959825900842,1.0444563302194612,1.4152000427246094,1.0937003978270967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,1.0410011416916989,0.7841691096170318,1.1765791818444187,1.0342739873788505,1.5024000549316405,1.112758133241786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,1.0406831851771514,0.7625368786886894,1.1050041616658743,1.0210967541916227,1.48,1.0487030230820493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,1.0591974157827073,0.7787610636066068,1.1339213047329082,1.0256888110705737,1.46,1.0952885761021023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,1.0639651712687586,0.7684365780327828,1.131460214685474,1.0300147073772177,1.460800018310547,1.0847009228780873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,1.0433054690663892,0.7792527169402752,1.1573011125444477,1.0123120336160498,1.4639999389648437,1.0952885761021023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,1.0488677484006181,0.8407079770495511,1.148892583801102,1.034340502134616,1.4639999389648437,1.102170480017771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,1.0266190597415918,0.8087512605473847,1.1253076460351987,1.0201650398646795,1.4367999267578124,1.084171530119752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,0.993245996133203,0.8033431676503172,1.1181296623155699,1.0126448104933679,1.4367999267578124,1.0772896262040832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,0.9845849268158046,0.786135676065063,1.0613207912508553,0.9854253476462256,1.4367999267578124,1.0926416123104263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
